name;address;rate;comments;type;lat;lon;errors
DIA;Carrer del Carme, 36, 08001 Barcelona;3.3;170;Supermercado;41.382194;2.1677613;
Condis Express Supermercats;Carrer de les Carretes, 16, 08001 Barcelona;3.5;56;Supermercado;41.3782301;2.1639386;
DIA;Ronda de Sant Pau, 38, 08001 Barcelona;3.4;64;Supermercado;41.376467;2.1668491;
Supermercado Consum Barcelona Ronda Sant Pau;Ronda de Sant Pau, 29, 08015 Barcelona;4.0;194;Supermercado;41.3764248;2.165294;
Supermercat coviran;Carrer de l'Arc del Teatre, 67, 08001 Barcelona;3.7;19;Supermercado de descuentos;41.375307;2.1708303;
DIA;Ronda de Sant Pau, 38, 08001 Barcelona;3.4;64;Supermercado;41.375315;2.1708303;
Supermercados Charter;Carrer de Salvà, 6, 08004 Barcelona;3.8;46;Supermercado;41.374558;2.1643067;
Coviran;Carrer de Sant Ramon, 08001 Barcelona;4.8;4;Tienda de ultramarinos;41.3745778;2.1577406;
Saddeva S.C.P.;Añadir número de teléfono;2.0;2;Supermercado;41.3776553;2.1733897;
Mercados Dias;Añadir número de teléfono;;;Tienda de ultramarinos;41.3786776;2.17157;
唐山行;Añadir número de teléfono;;;超市;41.3778225;2.1706643;
Supermarket patwary 2015 s.l;Carrer d'En Robador, 4, 08001 Barcelona;;;Supermercado;41.3800184;2.1680944;
Colmado la Monserratina;Añadir horario;4.0;1;Supermercado;41.377172;2.1727255;
23 Robadors;Añadir número de teléfono;4.4;817;Sala de conciertos;41.3794735;2.1686439;
china fruit shop;Carrer Nou de la Rambla, 9, 08001 Barcelona;3.6;10;Supermercado;41.3786542;2.1718214;
Muneb Traders International;Añadir sitio web;3.3;3;Supermercado;41.3790168;2.1734018;
Pajeet Store 8;Añadir número de teléfono;;;Tienda de ultramarinos;41.3776383;2.1734442;
Danish Alimenció;Añadir número de teléfono;3.0;2;Tienda de ultramarinos;41.3797553;2.1742703;
Abbul Rashid;Añadir horario;4.0;1;Tienda de ultramarinos;41.3766044;2.1671557;
J K Asian Food S L;Carrer de Sant Pau, 25, 08001 Barcelona;4.2;275;Tienda de alimentación;41.3792706;2.1701161;
Ramón Viure Espinasa;Añadir horario;;;Tienda de ultramarinos;41.3791573;2.1709195;
Torres - Vins i Licors - Wines & Spirits - www.vinosencasa.com;Carrer Nou de la Rambla, 25, 08001 Barcelona;5.0;1;Tienda de licores del estado;41.3780802;2.1711094;
Torres: Vinos y Licores / Wines & Spirits www.vinosencasa.com;Carrer Nou de la Rambla, 25, 08001 Barcelona;4.4;106;Tienda de vinos;41.378144;2.1711773;
Cerámica Mariano Leal;Añadir sitio web;5.0;5;Tienda de cerámica;41.3786151;2.1714224;
Centre de Perruqueria i estètica Pels Pèls;Añadir sitio web;4.1;60;Peluquería;41.3777766;2.1707897;
Aspasios Las Ramblas Apartments;Carrer Nou de la Rambla, 15, 08001 Barcelona;4.5;100;;41.378443;2.1714843;
MH Apartments Ramblas;Carrer Nou de la Rambla, 20, 08001 Barcelona;3.7;37;;41.3786569;2.1715519;
Pastelería La Estrella;Añadir sitio web;4.8;103;Pastelería;41.3781837;2.1710288;
Vestidos, trajes de Novia en Barcelona . MAFER NOVIAS;Añadir horario;4.2;41;Tienda de vestidos de novia;41.3780277;2.1710456;
Solo 10€;Añadir sitio web;3.8;84;Tienda de accesorios de moda;41.378148;2.1710109;
FARMACIA-ORTOPEDIA NIETO CALM, M.DOLORS;Añadir sitio web;2.7;6;Farmacia;41.3782198;2.1710916;
Simply Basic;Carrer dels Assaonadors, 35, 08007 Barcelona;3.9;28;Supermercado;41.386435;2.1794238;
Caprabo;Añadir sitio web;3.6;132;Supermercado;41.3862663;2.1760423;
DIA;Carrer de Freixures, 23, 08003 Barcelona;3.8;207;Supermercado;41.3865172;2.1750673;
DIA;Carrer del Comerç, 26, 08003 Barcelona;3.5;58;Supermercado;41.3948401;2.1702357;
Supermercados Charter;Carrer de Sant Pere Més Alt, 62, 08003 Barcelona;3.8;60;Supermercado;41.3889001;2.1754244;
Simply;Añadir horario;;;Supermercado;41.3862655;2.1789239;
Supermercat;Añadir número de teléfono;4.6;7;Supermercado;41.3918917;2.1690225;
Supermercado Coviran;Añadir sitio web;1.0;1;Supermercado;41.3884057;2.176577;
Condis el Teu Super;Carrer del Comerç, 19, 08003 Barcelona;4.0;115;Supermercado;41.3866175;2.1801913;
Raja Supermercat;Añadir sitio web;;;Supermercado;41.3858119;2.1760288;
Caprabo;Carrer de Freixures, 2, 08003 Barcelona;;;Supermercado;41.3868548;2.1748433;
Covirán;Añadir número de teléfono;;;Supermercado;41.3863551;2.177861;
Mi Alcampo;Añadir número de teléfono;3.8;38;Tienda de ultramarinos;41.3853385;2.1781621;
Supermercat i fruiteria R+H;Añadir sitio web;1.5;4;Supermercado;41.390619;2.1742975;
Simply Basic;Passeig del Born, 6, Bajo, 08003 Barcelona;;;Supermercado;41.384124;2.1803813;
De Tot Al Born;Passeig del Born, 17, 08003 Barcelona;4.2;28;Mercado;41.3847239;2.1804554;
Super;Añadir número de teléfono;;;Supermercado;41.3957322;2.1572595;
Super Market;Añadir sitio web;3.0;1;Tienda de ultramarinos;41.3865263;2.1798076;
Super Outlet;Añadir número de teléfono;;;Supermercado;41.3862131;2.1792693;
Xarxa De Consum Solidari;Plaça de Sant Agustí Vell, 15, 08003 Barcelona;4.2;10;Supermercado;41.3878596;2.1785007;
CLAREL;Plaça de Sant Agustí Vell, 2, 08003 Barcelona;3.6;30;Tienda de belleza y salud;41.387752;2.1782243;
Jaime J. Renobell;Passeig de Picasso, 34, 08003 Barcelona;4.6;535;Tienda de delicatessen;41.3862802;2.1823618;
Trady's Supermercats;Añadir número de teléfono;3.1;8;Comercio;41.3851719;2.1829948;
LA HAMACA ( Zumos naturales / smoothies / frutas y verduras ecológicas-orgánicas-bio/ açai bowl/ opciones veganas y sin gluten );Plaça de Sant Agustí Vell, 15, 08003 Barcelona;4.4;149;Tienda de zumos;41.387829;2.1785166;
DIA;Carrer d'Alí Bei, 3, 08010 Barcelona;3.9;238;Supermercado;41.3984157;2.1667141;
Condis Supermercats;Carrer de Roger de Flor, 18, 08018 Barcelona;3.0;1;Supermercado;41.3908386;2.1812664;
Merenda Sinoira;Añadir número de teléfono;4.7;9;Restaurante italiano;41.3887483;2.1790947;
MAX SUPERMERCADO;Añadir sitio web;3.9;25;Supermercado;41.3895488;2.1932092;
Caprabo;Carrer de Casp, 44, 08010 Barcelona;3.6;64;Supermercado;41.3907242;2.1705367;
Mercadona;Ronda de Sant Pere, 31, 08010 Barcelona;4.2;2573;Supermercado;41.3902861;2.1734235;
London Supermercado 24h;Añadir número de teléfono;2.6;115;Supermercado;41.3886284;2.1934589;
Supermercats Caliente;Añadir número de teléfono;3.9;14;Supermercado;41.3871292;2.1726148;
Zoo market;Añadir número de teléfono;5.0;2;Supermercado;41.3843195;2.1820054;
Supermercats Argenteria;Añadir número de teléfono;4.0;5;Supermercado;41.383871;2.1774368;
MiniMix Barceloneta - Tienda Rusa;Carrer de la Marquesa, 7, 08003 Barcelona;4.6;93;Supermercado;41.3831199;2.182956;
Zulma Barna;Añadir número de teléfono;1.8;4;Supermercado;41.3838635;2.1774096;
Productes Sabor;Añadir número de teléfono;4.5;6;Tienda de ultramarinos;41.3841101;2.1797531;
La Ribera, S.A.;Plaça Comercial, 11, 08003 Barcelona;4.4;180;Tienda de ultramarinos;41.3850549;2.1815449;
Vila Viniteca;Carrer dels Agullers, 7, 9, 08003 Barcelona;4.6;468;Tienda de vinos;41.3825219;2.1794195;
La Botifarreria de Santa Maria;Carrer de Santa Maria, 4, 08003 Barcelona;4.6;148;Delicatessen de carnicería;41.3835532;2.1800229;
Carrefour Express CEPSA;Carrer de Casanova, 89, 08011 Barcelona;4.1;50;Supermercado;41.3862414;2.1551764;
SUMA;C. de Villarroel, 199, 08036 Barcelona;2.8;28;Supermercado;41.4091311;2.1468358;
Condis Express Supermercats;Carrer del Comte d'Urgell, 258, 08036 Barcelona;2.6;11;Supermercado;41.3906097;2.1454073;
DIA;Carrer de Laforja, 12-14, 08006 Barcelona;3.3;28;Supermercado;41.3980467;2.1525483;
Condis Supermercats;Carrer del Rosselló, 184, 08008 Barcelona;3.3;174;Supermercado;41.3925414;2.1545025;
Condis Express Supermercats;Carrer de Casanova, 210, 08036 Barcelona;3.1;19;Supermercado;41.3919295;2.148133;
Caprabo;C. de Villarroel, 194, 08036 Barcelona;4.0;97;Supermercado;41.39122;2.1467989;
SUMA;C. de Villarroel, 199, 08036 Barcelona;2.8;28;Supermercado;41.4091311;2.1468358;
Condis Express Supermercats;Carrer de Mallorca, 138, 08036 Barcelona;3.6;36;Supermercado;41.3871375;2.1516603;
Bonpreu;Carrer de Provença, 185, 08036 Barcelona;4.3;750;Supermercado;41.3912711;2.1543155;
Mercadona;Carrer de Mallorca, 135 Mercat Municipal del Ninot, 08036 Barcelona;4.1;1930;Supermercado;41.388032;2.1519303;
DIA;Carrer de Provença, 106, 08029 Barcelona;3.3;61;Supermercado;41.3851108;2.1467053;
Suma;Carrer de València, 176, 08011 Barcelona;3.3;16;Supermercado;41.3849294;2.150879;
coaliment;Carrer de Mallorca, 212, 08008 Barcelona;2.4;11;Supermercado;41.390865;2.1566058;
Supercor Exprés;Carrer de París, 152, 08036 Barcelona;3.9;87;Supermercado;41.391782;2.1488818;
Supermercats Jespac;C. del Consell de Cent, 246, 08011 Barcelona;4.3;239;Supermercado;41.3868724;2.1581129;
Suma;Carrer del Rosselló, 183, 08036 Barcelona;4.3;6;Supermercado;41.3914694;2.1523132;
Supermercat disfriut;Calle, Av. de Roma, 139, 08011 Barcelona;3.9;11;Supermercado;41.3863942;2.1539433;
Supermercats Jespac;Carrer de Mallorca, 187, 08036 Barcelona;4.4;57;Supermercado;41.3895836;2.1556193;
Veritas;Carrer de Casanova, 142, 08036 Barcelona;4.1;96;Supermercado;41.38881;2.1533494;
bonÀrea;C. de Villarroel, 137, 08036 Barcelona;4.1;150;Supermercado;41.3867767;2.1534281;
Condis Express Supermercats;Carrer de Provença, 157, 08036 Barcelona;;;Supermercado;41.3895379;2.1522401;
Gust De L'orient;Añadir sitio web;4.3;32;Supermercado;41.387726;2.1532373;
Super market;Añadir número de teléfono;3.0;2;Tienda de ultramarinos;41.3831127;2.1463879;
FRUTERIA CON SUPERMERCADO EUROPA E LATINA;Añadir número de teléfono;;;Tienda de ultramarinos;41.3882597;2.1555559;
Condis el Teu Super;Carrer de Muntaner, 84, 08011 Barcelona;;;Supermercado;41.3880135;2.1556233;
Punto recogida Ulabox en Ninot;Añadir número de teléfono;;;Supermercado;41.3881369;2.1516758;
Super One;Añadir número de teléfono;;;Supermercado;41.3868879;2.1503769;
il Mercatino;Carrer de València, 161, 08011 Barcelona;4.6;27;Supermercado italiano;41.3880905;2.154826;
Chinese shop;Añadir horario;3.5;6;Supermercado;41.3877311;2.1533148;
Speed Express Supermercat;Añadir número de teléfono;;;Supermercado;41.3906026;2.1521502;
La Sirena;Carrer de Mallorca, 170, 08036 Barcelona;4.2;93;Tienda de congelados;41.3886578;2.1536834;
Ametller Origen;Carrer de València, 184, 08011 Barcelona;4.0;176;Tienda de alimentación;41.3876889;2.1547114;
Escofet Oliver;Carrer de Casanova, 144, 08036 Barcelona;3.2;19;Carnicería;41.388948;2.1522173;
Bacallaneria Perello - Mercat del Ninot;mallorca 135 parada 18-20, 08036 Barcelona;3.4;10;Tienda de ultramarinos;41.3877706;2.1518072;
Escofet Oliver;Carrer de Mallorca, 157, 08036 Barcelona;;;Tienda de fiambres;41.3943116;2.1367852;
Capricho Gourmet Francés;Carrer de Casanova, 136, 08036 Barcelona;4.9;10;Tienda de delicatessen;41.3887182;2.1526956;
Natura't el rebost de la fruita;Añadir sitio web;;;Frutería;41.388226;2.1521213;
Carrefour Market;Carrer de Berlín, 50, 54, 08029 Barcelona;3.9;806;Supermercado;41.3836501;2.137949;
Caprabo;Carrer de Vilamarí, 114, 08015 Barcelona;2.9;71;Supermercado;41.3804842;2.1455599;
Condis Supermercats;C/ d'Entença, 85, 08015 Barcelona;3.6;110;Supermercado;41.379432;2.1485449;
Supermercados COVIRAN;Añadir número de teléfono;3.2;17;Supermercado;41.3795969;2.1535488;
Supermercado Consum Barcelona Av. Roma;Av. de Roma, 32, 34, 08015 Barcelona;4.2;407;Supermercado;41.3815911;2.1443131;
Condis Supermercats;Carrer de Llança, 48, 08015 Barcelona;3.9;185;Supermercado;41.379634;2.1441595;
DIA;C. de Rocafort, 244, 08029 Barcelona;3.0;69;Supermercado;41.3861606;2.1422004;
DIA;Carrer del Comte d'Urgell, 71, 73, 08011 Barcelona;3.5;136;Supermercado;41.3828823;2.1574204;
Caprabo;C. de Rocafort, 241, 08029 Barcelona;3.0;60;Supermercado;41.3851094;2.1432251;
Condis Supermercats;CL, Gran Via de les Corts Catalanes, 515, 08015 Barcelona;3.6;42;Supermercado;41.39653;2.1609322;
Munni Supermercat S.L. 24Horas;Añadir número de teléfono;4.4;21;Supermercado;41.3811997;2.1411827;
Condis;C/ d'Aragó, 96-100, 08015 Barcelona;3.8;97;Supermercado;41.3834427;2.1513195;
Supermercado Boliviano;Añadir número de teléfono;5.0;2;Tienda de ultramarinos;41.3841838;2.1408866;
bonÀrea;Carrer de València, 31, 08015 Barcelona;4.2;226;Supermercado;41.381163;2.1456201;
Supermercados Sorli Eixample;Carrer de Provença, 49, 08029 Barcelona;3.8;56;Supermercado;41.3844039;2.1451762;
Mercadona;Carrer de Tarragona, 177, 08014 Barcelona;4.3;1100;Supermercado;41.3796082;2.140918;
Mercadona;Carrer de Calàbria, 129, 08015 Barcelona;4.0;2203;Supermercado;41.380914;2.1510273;
Supermarket Trady's;Añadir número de teléfono;5.0;1;Supermercado;41.383966;2.149776;
Supermercado europa e latina;Añadir sitio web;3.7;3;Supermercado;41.3834561;2.1499582;
Super Mercat;Añadir número de teléfono;3.7;3;Supermercado;41.3834467;2.1499915;
suma;Carrer de València, 67, 08015 Barcelona;3.2;6;Supermercado;41.3828792;2.1478329;
Consum;Añadir número de teléfono;2.8;4;Tienda de ultramarinos;41.3887661;2.1454651;
Open Super;Añadir número de teléfono;5.0;1;Supermercado;41.381672;2.1455858;
Fruites i verdures;Añadir número de teléfono;3.0;1;Supermercado;41.3845674;2.1459777;
SuperGlovo;Añadir número de teléfono;3.2;24;Supermercado;41.3818916;2.1508742;
Butt;Añadir sitio web;4.0;2;Supermercado;41.3847713;2.1501057;
Brooklyn Loft by Shoot Estudios;C. del Consell de Cent, 401, Bajos 2, 08009 Barcelona;4.6;31;Salón para eventos;41.3865985;2.1493959;
Glut End Tienda producto sin gluten;C. de Rocafort, 139, 08015 Barcelona;4.8;18;Supermercado;41.381072;2.1486368;
CLAREL;Carrer de Provença, 90, 08029 Barcelona;4.0;15;Tienda de belleza y salud;41.3844028;2.1459637;
La Sirena;C/ d'Entença, 135, 08015 Barcelona;4.2;48;Tienda de congelados;41.3818084;2.1453886;
Milar Electro Norma;Av. de Roma, 94, 96, 08015 Barcelona;4.1;103;Tienda de electrodomésticos;41.3838812;2.1500204;
Control i Gestió - TPV;Carrer de Mallorca, 51, 08029 Barcelona;4.8;4;Tienda de informática;41.3838014;2.1468332;
Carrefour Express;Carrer de Balmes, 62, 08007 Barcelona;3.6;247;Supermercado;41.3896927;2.1601221;
Condis Supermercats;Carrer de València, 420, 08013 Barcelona;3.6;52;Supermercado;41.4019244;2.1735564;
Supermercados Charter;Carrer de Mallorca, 354, 08013 Barcelona;3.9;74;Supermercado;41.4006047;2.1695613;
Caprabo;Carrer de Còrsega, 301, 08008 Barcelona;3.4;180;Supermercado;41.3949931;2.154738;
Caprabo;C/ d'Aragó, 313, 317, 08007 Barcelona;3.4;16;Supermercado;41.3955242;2.1667565;
Caprabo;Carrer de Provença, 385, 387, 08025 Barcelona;3.6;121;Supermercado;41.4022965;2.1691754;
Mercadona;Carrer de Sardenya, 229, 237, 08013 Barcelona;4.1;1638;Supermercado;41.4001984;2.1748057;
CondisLife Supermercats;Carrer del Bruc, 166, 08037 Barcelona;3.7;149;Supermercado;41.3988304;2.1615491;
SUPERMERCADO BAFANG;Carrer de Balmes, 10, 08007 Barcelona;4.2;157;Supermercado;41.3863613;2.1647069;
SUMA supermercat;Avinguda Diagonal, 325, 08009 Barcelona;3.1;17;Supermercado;41.3990707;2.168449;
Condis Express Supermercats;C. de Nàpols, 146, 08013 Barcelona;3.5;108;Supermercado;41.3970421;2.1752151;
Condis Express Supermercats;Carrer de Bonavista, 31-33, 08012 Barcelona;3.2;193;Supermercado;41.3987753;2.1581657;
Suma Supermercat;Añadir número de teléfono;1.8;8;Supermercado;41.4018863;2.1525259;
Condis Express Supermercats;C/ de Bailèn, 56, 08009 Barcelona;3.9;101;Supermercado;41.3946843;2.1717539;
Mercadona;C. del Consell de Cent, 366, 08009 Barcelona;4.1;1841;Supermercado;41.3945046;2.1682647;
Supercor Exprés;Pg. de Sant Joan, 138, 08037 Barcelona;3.6;103;Supermercado;41.401539;2.1651085;
Supermercados Sorli Eixample;Carrer de Casp, 143, 08013 Barcelona;3.6;54;Supermercado;41.3978466;2.1793367;
Carrefour Express;C/ de Bailèn, 33, 08010 Barcelona;3.9;101;Supermercado;41.3933169;2.1729932;
Condis Express Supermercats;C/ de Bailèn, 93, 08009 Barcelona;3.4;53;Supermercado;41.3968338;2.1683561;
Supercor Exprés;C/ d'Aragó, 308, 08009 Barcelona;3.9;87;Supermercado;41.3945086;2.1660487;
Trady's;Añadir sitio web;3.4;16;Supermercado;41.3957417;2.1612745;
Condis Express Supermercats;C. del Consell de Cent, 330, 08009 Barcelona;3.2;214;Supermercado;41.3926128;2.165718;
Super Mercado 24h;Añadir número de teléfono;3.0;1;Supermercado;41.3943511;2.1693828;
SUPERMERCAT 24H...;Añadir sitio web;3.4;42;Supermercado;41.3938084;2.1639665;
Trady's Supermerat;Añadir sitio web;4.1;26;Supermercado;41.3934625;2.1594842;
Suma;Añadir número de teléfono;3.3;3;Supermercado;41.3934705;2.1594842;
Bonpreu;Carrer d'Ausiàs Marc, 23, 08010 Barcelona;4.2;356;Supermercado;41.3910865;2.1727067;
Caprabo;Passeig de Valldaura, 218, 220, 08042 Barcelona;3.4;292;Supermercado;41.43792;2.1649853;
Proxim Supermercats;Añadir número de teléfono;3.0;1;Supermercado;41.3972983;2.1722768;
Organic Market Diagonal;Avinguda Diagonal, 430, 08037 Barcelona;4.1;159;Supermercado;41.397376;2.1597173;
Super Mercat;C/ d'Aragó, 314, 08009 Barcelona;1.0;1;Supermercado;41.394993;2.1667924;
Supermercado Fruites i verdures;Añadir sitio web;1.0;1;Supermercado;41.390495;2.1586948;
Supermercat Fruites I Verdures;Añadir número de teléfono;;;Supermercado;41.3959793;2.1672214;
Supermercados Sorli Eixample;Carrer de València, 213, 1, 08007 Barcelona;4.1;7;Supermercado;41.3905485;2.1581046;
Hello Supermercat Fruites I Verdures;Añadir número de teléfono;3.0;1;Supermercado;41.3951427;2.1681837;
Supermercat Express;Añadir número de teléfono;2.8;10;Supermercado;41.39268;2.1639229;
SPAR BCN BRUC;Carrer del Bruc, 107, 08009 Barcelona;4.1;100;Supermercado;41.3960419;2.1646943;
Supermercado italiano;Añadir número de teléfono;;;Supermercado;41.394808;2.1641648;
Baba Supermercat;Añadir número de teléfono;2.5;2;Supermercado;41.3933905;2.1690228;
Cibus Italia;Carrer de Roger de Llúria, 80, 08009 Barcelona;4.3;89;Supermercado italiano;41.3949622;2.1644733;
LONDON SUPERMERCAT;Añadir número de teléfono;2.0;11;Supermercado;41.3954009;2.1683591;
Carné Selección;Añadir horario;;;Supermercado;41.3940176;2.1679339;
A Taste of Home;Carrer de Roger de Llúria, 53, 08009 Barcelona;4.2;339;Tienda de ultramarinos;41.3934863;2.1660115;
La Sirena;Carrer del Bruc, 59, 08009 Barcelona;4.1;53;Tienda de congelados;41.3935204;2.1681261;
Ametller Origen;Carrer de Roger de Llúria, 92, 08009 Barcelona;4.3;20;Tienda de alimentación;41.395539;2.1636699;
Queviures Múrria;Carrer de Roger de Llúria, 85, 08009 Barcelona;4.2;17;Tienda de delicatessen;41.3947753;2.1643238;
Carrefour Express CEPSA;Junto A La Estación Cepsa, Carrer de Roger de Flor, 58, 08013 Barcelona;3.2;93;Supermercado;41.3927313;2.1787925;
Condis Supermercats;Carrer de Padilla, 175, 08013 Barcelona;3.7;97;Supermercado;41.4011861;2.1807336;
CondisLife Supermercats;C. de Nàpols, 107, 08013 Barcelona;4.2;177;Supermercado;41.3949308;2.1775108;
Caprabo;Pg. de Sant Joan, 38, 08010 Barcelona;3.6;10;Supermercado;41.3935608;2.1756054;
Caprabo;Añadir horario;5.0;1;Supermercado;41.3914669;2.1626914;
Supermercados Sorli Eixample;C. del Consell de Cent, 450, 08013 Barcelona;3.8;117;Supermercado;41.3987627;2.1739113;
Supermercados Sorli Eixample;Carrer de Roger de Flor, 69, 08013 Barcelona;4.3;25;Supermercado;41.3934619;2.1773256;
Caprabo Rapid Supermercado;Gran Via de les Corts Catalanes, 798, 08013 Barcelona;5.0;14;Supermercado;41.3914669;2.1626914;
Condis el Teu Super;Carrer de Casp, 171, 08013 Barcelona;3.4;77;Supermercado;41.3990207;2.181191;
Mercadona;C. de Ribes, 18, 08013 Barcelona;4.0;843;Supermercado;41.3959259;2.1802799;
